time,price,size,brs,title,link,loc
2016-08-12 10:13:00,3670.0,707.0,2.0,1/2 off your 1st month August 15th move in Downtown Berkeley,/eby/apa/5728973999.html,eby
2016-08-12 10:12:00,2695.0,,3.0,Just Remodeled Available Now OnlyOne Gorgeous,/eby/apa/5717919702.html,eby
2016-08-12 10:12:00,2361.0,1096.0,2.0,Attached Garage with Washer and Dryer,/eby/apa/5729022977.html,eby
2016-08-12 10:12:00,2400.0,646.0,1.0,QUARTZ KITCHEN AND BATHROOM COUNTERTOPS SHORT TERM LEASE NOW OFFERED,/eby/apa/5729045049.html,eby
2016-08-12 10:10:00,2367.0,800.0,2.0,Our Most Popular Floor Plan Coming Soon,/eby/apa/5729042905.html,eby
2016-08-12 10:10:00,2394.0,,1.0,The Best Community in Fremont,/eby/apa/5729042038.html,eby
2016-08-12 10:10:00,2023.0,848.0,1.0, Excellent Community to Call Home 2ND FLOOR UNIT,/eby/apa/5729041552.html,eby
2016-08-12 10:10:00,2320.0,,2.0,2 Bedroom to call home NOW Available,/eby/apa/5725692152.html,eby
2016-08-12 10:09:00,1800.0,634.0,1.0,500 off First Month  Great Commuter Location  Must See,/eby/apa/5729016443.html,eby
2016-08-12 10:09:00,2320.0,,2.0,2 Bedroom to call home NOW Available,/eby/apa/5713054242.html,eby
2016-08-12 10:09:00,2200.0,,1.0,Quiet perfect Victorian MUST SEE,/eby/apa/5729021963.html,eby
2016-08-12 10:08:00,1385.0,1047.0,3.0,Renovated Bright  Spacious Home,/eby/apa/5728830141.html,eby
2016-08-12 10:07:00,2400.0,1028.0,3.0,Concord Home Available,/eby/apa/5729020275.html,eby
2016-08-12 10:07:00,2640.0,962.0,2.0,1st Fl. 2x2 w/Pkng Steps to PH Bart,/eby/apa/5729035744.html,eby
2016-08-12 10:07:00,1800.0,,1.0,NIIICE 1 BEDROOM APARTMENT,/eby/apa/5729035748.html,eby
2016-08-12 10:06:00,1991.0,842.0,2.0,Two bed in Beautiful Martinez Excellent Schools Pet Friendly too,/eby/apa/5729033886.html,eby
2016-08-12 10:05:00,3280.0,1202.0,2.0,BEAUTIFUL SPACIOUS 2 BEDROOM W/ FULL SIZE W/D,/eby/apa/5729001218.html,eby
2016-08-12 10:04:00,3500.0,1025.0,2.0,Rooftop Penthouse InUnit W/D Open House Sat 8/13  12P,/eby/apa/5682578409.html,eby
2016-08-12 10:03:00,3300.0,1550.0,4.0,Beautiful Home in the Irvington District,/eby/apa/5729028401.html,eby
2016-08-12 10:03:00,1950.0,,4.0,Beautiful  Safe Community Gated Single Family Home,/eby/apa/5722764518.html,eby
2016-08-12 10:03:00,2295.0,895.0,2.0,Look No Further,/eby/apa/5729027341.html,eby
2016-08-12 10:03:00,1340.0,1617.0,3.0,Ready Now 3br 2ba Recent Paint,/eby/apa/5728850615.html,eby
2016-08-12 10:02:00,2350.0,,1.0,a nice furnished Jr 1bedroom apt close to down town Berkeley/UCB/BART,/eby/apa/5729026332.html,eby
2016-08-12 10:02:00,2500.0,1150.0,3.0,Fremont Apartment,/eby/apa/5725179371.html,eby
2016-08-12 10:02:00,3000.0,,2.0,2 bedroom 2 bath nice large clean apartment for rent,/eby/apa/5729025494.html,eby
2016-08-12 10:02:00,3110.0,1100.0,3.0,Movein Ready spacious 3x2 WD Central AC Dishwasher  more,/eby/apa/5729025483.html,eby
2016-08-12 10:02:00,2632.0,1008.0,2.0,Dual Master Suite with indivual Patios Calling all Roommates,/eby/apa/5729025374.html,eby
2016-08-12 10:02:00,3010.0,796.0,1.0,A MUST SEE Spacious 1 bedroom with W/D  Balcony,/eby/apa/5729011068.html,eby
2016-08-12 10:02:00,2500.0,1200.0,2.0,Redecorated 2 bedroom apt in east end duplex upstairs,/eby/apa/5724267861.html,eby
2016-08-12 10:01:00,2104.0,640.0,1.0,Swimming Pool Central Heat  Air Woodburning Fireplace Dishwasher,/eby/apa/5729022544.html,eby
2016-08-12 10:00:00,3200.0,,3.0,Beautiful updated 3 bedroom nice neighborhood,/eby/apa/5729021127.html,eby
2016-08-12 09:59:00,1820.0,715.0,1.0,Lease Now Fireplace Pantry Granite Look Countertops BBQ,/eby/apa/5728975564.html,eby
2016-08-12 09:59:00,2443.0,994.0,3.0,Heat Water  Garbage Paid Great new place to call home.,/eby/apa/5729020020.html,eby
2016-08-12 09:59:00,2230.0,1784.0,4.0,Your Perfect Home Awaits,/eby/apa/5701600350.html,eby
2016-08-12 09:58:00,1496.0,,1.0,LUXURY ONE BEDROOM IN LOVELY RESORT SETTING. OPEN SAT  SUN,/eby/apa/5729017993.html,eby
2016-08-12 09:58:00,2995.0,756.0,1.0,Beautiful 1 Bedroom with W/D  Balcony,/eby/apa/5729005974.html,eby
2016-08-12 09:58:00,2225.0,1319.0,3.0,Your Perfect Home Awaits,/eby/apa/5703409946.html,eby
2016-08-12 09:57:00,2010.0,465.0,1.0,Cozy Jr One Bedroom One Bath Lease Now W/D A/C,/eby/apa/5729015836.html,eby
2016-08-12 09:57:00,1990.0,998.0,3.0,Spacious  Renovated Home for your family,/eby/apa/5703479366.html,eby
2016-08-12 09:57:00,5900.0,3000.0,3.0,Spanish house in Orinda,/eby/apa/5729014658.html,eby
2016-08-12 09:56:00,2250.0,925.0,2.0,HURRY the best wont last ,/eby/apa/5728995560.html,eby
2016-08-12 09:56:00,2750.0,1032.0,2.0,Walking distance to middle school Covered Parking  FREE RENT,/eby/apa/5729012893.html,eby
2016-08-12 09:55:00,2300.0,687.0,1.0,NEWLY RENOVATED HOMES RESERVE YOURS TODAY,/eby/apa/5728998089.html,eby
2016-08-12 09:55:00,2295.0,,1.0,414 Grand Avefully remodeled 1BR/BAbest area in Oaklandpetok,/eby/apa/5729010560.html,eby
2016-08-12 09:55:00,2597.0,1092.0,2.0,2 Bedrooms Close to Shopping BART  Starbucks SPECIAL 1500 Giftcard,/eby/apa/5729010574.html,eby
2016-08-12 09:54:00,2290.0,980.0,2.0,Pet friendly and 24 hour gym Call Waterstone Today,/eby/apa/5728979746.html,eby
2016-08-12 09:54:00,2900.0,624.0,1.0,Beautifully Renovated 1 bedroom with W/D,/eby/apa/5729009474.html,eby
2016-08-12 09:53:00,6495.0,,4.0,Wonderful Alamo Home,/eby/apa/5729008433.html,eby
2016-08-12 09:53:00,3695.0,,2.0,Sept. 1st. Brand New Developement Luxury Addison Arts Apts,/eby/apa/5728993659.html,eby
2016-08-12 09:53:00,2535.0,975.0,2.0,Close to Oakland airport Short distance from Bayfair shopping mall,/eby/apa/5729007222.html,eby
2016-08-12 09:53:00,2239.0,777.0,1.0,Stop Searching for a Place to Live  Make a HOME with Verandas,/eby/apa/5728980436.html,eby
2016-08-12 09:53:00,2083.0,620.0,1.0,Looking For A Ground Floor One Bedroom MoveIn Ready 9/15,/eby/apa/5729006998.html,eby
2016-08-12 09:53:00,3787.0,736.0,2.0, Special Deal 1/2 first month rent free Two bedroom ready now,/eby/apa/5729006806.html,eby
2016-08-12 09:52:00,2735.0,,2.0,LUX 2X1 NEW APPLIANCES / CROWN / CUSTOM CABINETS / WOOD FLOORING,/eby/apa/5729006018.html,eby
2016-08-12 09:52:00,3695.0,,2.0,Sept. 1st. Brand New Developement Luxury Addison Arts Apts,/eby/apa/5728995768.html,eby
2016-08-12 09:52:00,2000.0,1398.0,3.0,Clean 3BD/2.5  Move In Ready,/eby/apa/5728956811.html,eby
2016-08-12 09:52:00,1962.0,850.0,1.0,Available Now Pool Soaking Tub Dishwasher Near Freeway,/eby/apa/5728976893.html,eby
2016-08-12 09:51:00,2495.0,,1.0,Fantastic remodeled apartment in the perfect location,/eby/apa/5729002629.html,eby
2016-08-12 09:50:00,3295.0,,2.0,Stunning two bedroom apartment on the Lake,/eby/apa/5729001749.html,eby
2016-08-12 09:49:00,2595.0,,1.0,Quiet living in a beautiful apartment,/eby/apa/5729000303.html,eby
2016-08-12 09:49:00,3050.0,888.0,1.0,ldeal Location,/eby/apa/5729000085.html,eby
2016-08-12 09:49:00,1595.0,842.0,2.0,Huge Special 1000 Off 1st Month,/eby/apa/5728999984.html,eby
2016-08-12 09:49:00,2890.0,874.0,1.0,Boutique Residences in the Heart of Walnut Creek 406,/eby/apa/5714773802.html,eby
2016-08-12 09:49:00,3795.0,1062.0,2.0,Luxury living in Boutique Residences Downtown 304,/eby/apa/5714770271.html,eby
2016-08-12 09:49:00,3480.0,706.0,1.0,Boutique Residences in the Heart of Walnut Creek 632,/eby/apa/5714775634.html,eby
2016-08-12 09:49:00,1815.0,615.0,1.0,24Hour StateoftheArt Fitness Center Guest Parking Carpeting,/eby/apa/5728999130.html,eby
2016-08-12 09:49:00,2700.0,800.0,2.0,2 BEDROOM DUPLEX,/eby/apa/5724010037.html,eby
2016-08-12 09:48:00,3300.0,1000.0,2.0,2 BEDROOM FULLY FURNISHED HOUSE,/eby/apa/5724007393.html,eby
2016-08-12 09:46:00,3150.0,1121.0,3.0,Contemporary WoodStyle Flooring Custom Fireplaces Spa,/eby/apa/5728992899.html,eby
2016-08-12 09:46:00,2389.0,1116.0,2.0,Magnificent View of Mt Diablo,/eby/apa/5728992469.html,eby
2016-08-12 09:45:00,2000.0,1150.0,3.0,3 bedrooms 2 baths,/eby/apa/5722618622.html,eby
2016-08-12 09:43:00,1937.0,630.0,1.0,Open House Today Stop by to see this one,/eby/apa/5728988004.html,eby
2016-08-12 09:43:00,2595.0,1000.0,1.0,Elegant very large English Tudor in six unit building,/eby/apa/5718618894.html,eby
2016-08-12 09:43:00,2253.0,640.0,1.0,Fremont 1b1b within 10 miles of Facebook,/eby/apa/5723396304.html,eby
2016-08-12 09:43:00,2295.0,,2.0,Oak Cabinets Pet Friendly Carport Parking Available Ceiling Fans,/eby/apa/5728987043.html,eby
2016-08-12 09:42:00,2904.0,1247.0,2.0,2 Bed  2.5 Bath Lit Tennis Court  Gorgeous Townhome Walk to Bart,/eby/apa/5718099506.html,eby
2016-08-12 09:42:00,2595.0,2152.0,4.0,NOW AVAILABLE 4 BD/2 BA ANTIOCH HOME 3855 ROCKFORD DRIVE,/eby/apa/5725283470.html,eby
2016-08-12 09:42:00,2225.0,629.0,1.0,99 Deposit and Waived Application Fee Beautiful 1x1 w/ Wood Floor,/eby/apa/5728963940.html,eby
2016-08-12 09:41:00,2406.0,1029.0,2.0,Wood Creek ApartmentsWe Bring A Smile To Your Home,/eby/apa/5728982687.html,eby
2016-08-12 09:41:00,2615.0,1046.0,2.0,This Can Be Your Home Today Ask How You Can Save 200 A Month,/eby/apa/5728964330.html,eby
2016-08-12 09:41:00,2168.0,602.0,1.0,FALL HEAD OVER HILLS WITH VERANDAS,/eby/apa/5728968009.html,eby
2016-08-12 09:40:00,2126.0,603.0,1.0,Lovely First Floor Home w W/D in Unit Call for Appt Today,/eby/apa/5728957512.html,eby
2016-08-12 09:40:00,1550.0,740.0,1.0,Beautiful 1 Bedroom 1 Bath Apartment,/eby/apa/5728981689.html,eby
2016-08-12 09:40:00,1775.0,,2.0,1.5 Bath Apartment Washer  Dryer Newly Renovated,/eby/apa/5716442314.html,eby
2016-08-12 09:40:00,1758.0,644.0,1.0,OPEN HOUSE TODAY 8/12 TILL 530 PM  CALL IN TO SCHEDULE TOUR,/eby/apa/5728981358.html,eby
2016-08-12 09:40:00,2300.0,1800.0,3.0,3 Bedroom  Loft  3 full bath Beautiful Home,/eby/apa/5728981360.html,eby
2016-08-12 09:40:00,1575.0,,1.0,2br  1 Bath Apartment Very Clean,/eby/apa/5716412849.html,eby
2016-08-12 09:40:00,1365.0,,1.0,1 Bath Apartment Very Clean,/eby/apa/5716393661.html,eby
2016-08-12 09:39:00,1885.0,800.0,2.0,1775 / 2br  2 Bedroom 1.5 Bath Apartment Washer  Dryer Newly Reno,/eby/apa/5716295399.html,eby
2016-08-12 09:39:00,1525.0,,1.0,Must see remodeled apartment home in Hayward,/eby/apa/5704167911.html,eby
2016-08-12 09:39:00,1775.0,,2.0,2 Bedroom 1.5 Bath Apartment Washer  Dryer Newly Renovated,/eby/apa/5716292339.html,eby
2016-08-12 09:39:00,1936.0,916.0,1.0,Two Tone Paint BBQ Clubhouse Fireplaces in Select Units,/eby/apa/5728978986.html,eby
2016-08-12 09:39:00,2500.0,,1.0,Big beautiful apartment,/eby/apa/5693198942.html,eby
2016-08-12 11:44:00,3285.0,980.0,2.0,Immaculate Apartment In Coveted Larkspur Marin County 2B,/nby/apa/5715504692.html,nby
2016-08-12 11:43:00,3285.0,980.0,2.0,Immaculate Apartment In Coveted Larkspur Marin County 2B,/nby/apa/5715503567.html,nby
2016-08-12 11:43:00,1995.0,1350.0,2.0,Sebastopol Country Home,/nby/apa/5729229512.html,nby
2016-08-12 11:41:00,3800.0,1600.0,2.0,Updated Deco Home with Beautiful Yard,/nby/apa/5729225850.html,nby
2016-08-12 11:38:00,2305.0,932.0,2.0,A Retreat You Can Call Home Great Community Great Location,/nby/apa/5729219478.html,nby
2016-08-12 11:34:00,2699.0,1181.0,2.0,The Apartments Wont Last Large 2BD/2BA With A Reduced Rate,/nby/apa/5729212952.html,nby
2016-08-12 11:34:00,1675.0,935.0,2.0,2 BEDROOM/ONE BATHSECOND FLOOR,/nby/apa/5729212444.html,nby
2016-08-12 11:33:00,1849.0,,1.0,PARADISE LIVING WITH A FIREPLACE VAULTED CEILINGS  GOURMET KITCHEN,/nby/apa/5729210411.html,nby
2016-08-12 11:30:00,5100.0,2300.0,4.0,Gerstle Park Charmer,/nby/apa/5709659864.html,nby
2016-08-12 11:27:00,1849.0,,1.0,Top Floor1BR w/ Great Views,/nby/apa/5716215649.html,nby
2016-08-12 11:26:00,2036.0,1108.0,2.0,Open House August 27th See our new clubhouse at Canyon Ridge,/nby/apa/5729195057.html,nby
2016-08-12 11:25:00,2049.0,824.0,1.0,Beautiful OneBedroom Apartment Home in Napa Valley Available,/nby/apa/5729180895.html,nby
2016-08-12 11:21:00,2308.0,1100.0,2.0,Great One and Two Bedrooms in the Perfect Santa Rosa Location,/nby/apa/5729136421.html,nby
2016-08-12 11:21:00,1925.0,550.0,1.0,1 br WITH LARGE PRIVET PATIO,/nby/apa/5729157299.html,nby
2016-08-12 11:21:00,1995.0,754.0,2.0,2br MOVE IN DAY September 15th,/nby/apa/5729163189.html,nby
2016-08-12 11:14:00,5000.0,1050.0,2.0,2 Bedroom/1.5 bath Waterfront Condo w/ view of SF,/nby/apa/5683125307.html,nby
2016-08-12 11:14:00,3261.0,,3.0,LARKSPURCORTE MADERA SCHOOL DISTRICT SPACIOUS 3X1.5 BATH TOWNHOME,/nby/apa/5729171634.html,nby
2016-08-12 11:08:00,2695.0,886.0,2.0,1000 Off remodeled apts with a/c w/d garage  fireplace,/nby/apa/5729160799.html,nby
2016-08-12 11:08:00,1899.0,,1.0,TRANQUIL SETTING IN GORGEOUS LOCATION  MINUTES TO DOWNTOWN,/nby/apa/5729159675.html,nby
2016-08-12 11:07:00,1600.0,1000.0,2.0,LARKFIELD QUIET 2 BEDRM TRIPLE UNIT open house Sat/Sun 8/13 14,/nby/apa/5729158347.html,nby
2016-08-12 11:06:00,1850.0,550.0,1.0,1 br YOUR NEW HOME BY THE PARK,/nby/apa/5729156067.html,nby
2016-08-12 11:02:00,2400.0,,2.0,Old gal for rent,/nby/apa/5729147612.html,nby
2016-08-12 10:59:00,1550.0,,1.0,Small Westside Apartment,/nby/apa/5729141286.html,nby
2016-08-12 10:56:00,1700.0,1000.0,2.0,LARKFIELD QUIET 2 BEDRM TRIPLEX END UNIT open house Sat/Sun 8/13 14,/nby/apa/5729135677.html,nby
2016-08-12 10:55:00,5600.0,1400.0,3.0,REMODELED VIEW HOME,/nby/apa/5729134488.html,nby
2016-08-12 10:52:00,2100.0,1450.0,2.0,Stunning corner one level home in Bennett Valley,/nby/apa/5711267837.html,nby
2016-08-12 10:52:00,1250.0,,3.0,NEWER Custom 3 Bedroom 2 Bath Home,/nby/apa/5712617213.html,nby
2016-08-12 10:49:00,3815.0,1159.0,3.0,3bd x 2ba For Rent Special Summer Price,/nby/apa/5729122398.html,nby
2016-08-12 10:49:00,3038.0,981.0,2.0,2Bd x 2BA One Left  August 19th 750 Off Move In Costs,/nby/apa/5729120743.html,nby
2016-08-12 10:48:00,7000.0,,3.0,Charming Yolanda Park Home with Pool,/nby/apa/5729120293.html,nby
2016-08-12 10:48:00,4395.0,1630.0,2.0,Two Bedroom with Den and Patio,/nby/apa/5729119957.html,nby
2016-08-12 10:46:00,3000.0,1796.0,3.0,3 bedrm House Rohnert Park M section,/nby/apa/5729115292.html,nby
2016-08-12 10:43:00,1750.0,,1.0,Downtown Abode VIDEO,/nby/apa/5729109065.html,nby
2016-08-12 10:42:00,2509.0,1088.0,2.0,Gorgeous 2 Bedroom w/ Laminate Floors and Stainless Steel Appliances,/nby/apa/5705573104.html,nby
2016-08-12 10:42:00,2083.0,970.0,2.0,Resort Style Community  2 Bedroom 1 Bath Available 8/1/2016,/nby/apa/5729107426.html,nby
2016-08-12 10:39:00,2933.0,671.0,1.0,Elegant unit in downtown San Rafael,/nby/apa/5708330992.html,nby
2016-08-12 10:38:00,2995.0,1605.0,3.0,Gorgeous  recently upgraded three bedroom home in Rincon Valley,/nby/apa/5729088363.html,nby
2016-08-12 10:38:00,5995.0,,3.0,Wonderful renovated houselike topfloor flat 3bed 2bath garage,/nby/apa/5725741198.html,nby
2016-08-12 10:38:00,1700.0,1000.0,2.0,LARKFIELD QUIET 2 BEDRM TRIPLEX END UNIT open house Sat/Sun 8/1314,/nby/apa/5724493114.html,nby
2016-08-12 10:38:00,2509.0,1088.0,2.0,Spacious Beautiful 2 Bedroom 2 Bathroom..Dont Miss Out,/nby/apa/5702545933.html,nby
2016-08-12 10:37:00,1600.0,1000.0,2.0,LARKFIELD QUIET 2 BEDRM TRIPLEX UNIT open house Sat/Sun 8/13 14,/nby/apa/5724511541.html,nby
2016-08-12 10:36:00,1684.0,579.0,1.0,1BR/1BA Apartments in the Heart of the North Bay Area,/nby/apa/5729054853.html,nby
2016-08-12 10:35:00,2150.0,778.0,1.0,Sunny Top Floor with Fireplace  PFI Incorporated,/nby/apa/5700065354.html,nby
2016-08-12 10:35:00,3150.0,1494.0,3.0,Stunning  upgraded home in Bennett Valley Available furnished,/nby/apa/5707209958.html,nby
2016-08-12 10:35:00,2600.0,1360.0,2.0,Walkup condo unit in conveniently located in Rohnert Park,/nby/apa/5707345302.html,nby
2016-08-12 10:35:00,3000.0,1966.0,4.0,Lovely twostory home located in desirable Windsor neighborhood.,/nby/apa/5707211496.html,nby
2016-08-12 10:31:00,2300.0,900.0,2.0,Gorgeous 2 Bedroom 1.5 Baths  PFI Incorporated,/nby/apa/5729068955.html,nby
2016-08-12 10:31:00,3600.0,1896.0,3.0,Three bedroom plus loft in MarinwoodDixie School District,/nby/apa/5729084798.html,nby
2016-08-12 10:30:00,1997.0,831.0,2.0,Incredible MoveIn Special and Low Prices 2BR/2BA Units Youll Love,/nby/apa/5729069233.html,nby
2016-08-12 10:28:00,1975.0,660.0,1.0,Updated 1BR  Fully Renovated,/nby/apa/5693937581.html,nby
2016-08-12 10:24:00,2443.0,1072.0,2.0,Beautiful 2 bedroom 2 bath with washer and Dryer,/nby/apa/5706901870.html,nby
2016-08-12 10:24:00,2457.0,1042.0,2.0,SPACIOUS 2 BEDROOM 2 BATH PET FRIENDLY,/nby/apa/5729049325.html,nby
2016-08-12 10:23:00,1700.0,686.0,1.0,Available Now,/nby/apa/5729051522.html,nby
2016-08-12 10:23:00,3100.0,1150.0,2.0,HOUSE FOR RENT IN NOVATO,/nby/apa/5729015610.html,nby
2016-08-12 10:20:00,2680.0,886.0,2.0,Offering 1000 off remodeled 2bd 2ba apts with A/C W/D  Garages,/nby/apa/5729062073.html,nby
2016-08-12 10:18:00,5975.0,1900.0,2.0,Stylish Indoor/Outdoor Living Views in Coveted Mar East,/nby/apa/5729042079.html,nby
2016-08-12 10:18:00,2771.0,1181.0,2.0,This Week Only Reduced Price On This Brand New 2x2,/nby/apa/5729057519.html,nby
2016-08-12 10:17:00,3000.0,1796.0,3.0,Well Maintained M Section Home for Rent,/nby/apa/5729056109.html,nby
2016-08-12 10:17:00,3175.0,1546.0,2.0,Town home on the Napa Trail 3175.00 Available soon,/nby/apa/5729056002.html,nby
2016-08-12 10:16:00,5250.0,1250.0,2.0,Lovely Larkspur Single Family Home 2/2,/nby/apa/5723045050.html,nby
2016-08-12 10:14:00,2150.0,1500.0,3.0,3BD/2BA Manufactured Home 2150/mo  Cloverdale,/nby/apa/5717207335.html,nby
2016-08-12 10:14:00,8500.0,2064.0,4.0,Home with a beautiful view deck  rear fencedin patio,/nby/apa/5683132368.html,nby
2016-08-12 10:08:00,2330.0,650.0,1.0,Luxury Living on Upgraded 1bd 1ba units for 750 OFF rent,/nby/apa/5729038336.html,nby
2016-08-12 10:08:00,3600.0,2224.0,3.0,Browns Valley Craftsman Home,/nby/apa/5729037726.html,nby
2016-08-12 10:07:00,2049.0,790.0,1.0,One Bedroom Apartment In Beautiful Napa Valley,/nby/apa/5729035313.html,nby
2016-08-12 10:03:00,2500.0,950.0,2.0,BAYO VISTA APTSUpper Level 2x1Great Views,/nby/apa/5729027418.html,nby
2016-08-12 10:01:00,2000.0,600.0,1.0,Furnished Wine Country Cottage in The Heart of Everything Sebastopol,/nby/apa/5721445542.html,nby
2016-08-12 10:00:00,1575.0,900.0,2.0,Upstairs Apartment,/nby/apa/5724392962.html,nby
2016-08-12 09:57:00,8750.0,2725.0,4.0,San Anselmo Seminary House for rent 4Bdrms/3.5Baths/Pool,/nby/apa/5729016178.html,nby
2016-08-12 09:55:00,1475.0,,1.0,Spacious one bedroom,/nby/apa/5729011266.html,nby
2016-08-12 09:51:00,2195.0,750.0,1.0,Adorable Recently Remodeled Apartment Home  Fantastic Prices,/nby/apa/5729003947.html,nby
2016-08-12 09:49:00,2000.0,,1.0,Lovely Updated Fitch Mountain Cottage,/nby/apa/5729000476.html,nby
2016-08-12 09:45:00,5000.0,,2.0,Just Listed 2bd Sycamore Park Charmer w/Luxe Kitchen  FOUNDATION,/nby/apa/5718378038.html,nby
2016-08-12 09:45:00,3050.0,,3.0,Updated 3bd/2ba Gerstle Park Duplex W/D GarageFOUNDATION,/nby/apa/5703810430.html,nby
2016-08-12 09:45:00,4500.0,,1.0,Remodeled Upscale 1bd/1ba Downtown Mill Valley Flat Yard FOUNDATION,/nby/apa/5702324885.html,nby
2016-08-12 09:45:00,9500.0,2715.0,3.0,Custom Built Upscale Home w/Spectacular Bay and SF Views FOUNDATION,/nby/apa/5701705931.html,nby
2016-08-12 09:44:00,3200.0,1560.0,3.0,Charming San Marin home,/nby/apa/5728989643.html,nby
2016-08-12 09:41:00,3400.0,,4.0,4BR/2BA Townhome Across from Park,/nby/apa/5718402988.html,nby
2016-08-12 09:41:00,5995.0,,4.0,Wonderful Sleepy Hollow home with gorgeous yard and pool,/nby/apa/5690812118.html,nby
2016-08-12 09:41:00,3950.0,,3.0,Wonderful 3bd/2.5ba spacious open floor plan with views,/nby/apa/5681113990.html,nby
2016-08-12 09:40:00,2850.0,1005.0,2.0,Remodeled Two Bedroom Two Bath Upper Level Apartment,/nby/apa/5714657927.html,nby
2016-08-12 09:40:00,8950.0,2591.0,4.0,4BR/3BA Strawberry Home with Glorious Bay Views,/nby/apa/5715297806.html,nby
2016-08-12 09:40:00,5500.0,,4.0,Updated Mill Valley Hawk Hill Home FOUNDATION,/nby/apa/5700651601.html,nby
2016-08-12 09:39:00,3650.0,,2.0,2 BR Craftsman Cottage in Gertstle Park Area,/nby/apa/5685025014.html,nby
2016-08-12 09:39:00,5500.0,1468.0,3.0,Paradise in Tiburon  Three Bedroom Home Near Blackies Pasture,/nby/apa/5695534374.html,nby
2016-08-12 09:38:00,5300.0,1672.0,2.0,Spectacular Tiburon 2bd/2.5ba Townhome SF  Bridge ViewsFOUNDATION,/nby/apa/5697655413.html,nby
2016-08-12 09:38:00,3850.0,,2.0,Fully Furnished including EVERYTHING Condo w/Views  FOUNDATION,/nby/apa/5700570821.html,nby
2016-08-12 09:38:00,3350.0,976.0,2.0,GREAT VIEWS Remodeled 2bd/2ba Anchorage Community FOUNDATION,/nby/apa/5702413109.html,nby
2016-08-12 09:38:00,5250.0,2952.0,6.0,Just Listed  Modern 6bed in Hamilton 612 months  FOUNDATION,/nby/apa/5695394309.html,nby
2016-08-12 09:38:00,7450.0,,4.0,Sweet Sausalito 4bd/3ba View HomeYARDFOUNDATION,/nby/apa/5709132104.html,nby
2016-08-12 09:38:00,4300.0,1672.0,3.0,Updated 3bed home in Northbridge  FOUNDATION,/nby/apa/5712737840.html,nby
2016-08-12 09:37:00,2700.0,,2.0,2BD/1BA Duplex Near Downtown Larkspur,/nby/apa/5694305933.html,nby
2016-08-12 09:36:00,3300.0,1488.0,3.0,Nice Single Family Home in CulDeSac in San Anselmo,/nby/apa/5694230610.html,nby
2016-08-12 09:36:00,5750.0,3100.0,4.0,Furnished Secluded Escape in Bayside Acres w/pool  FOUNDATION,/nby/apa/5723036554.html,nby
2016-08-12 09:31:00,1995.0,,1.0,1 bedroom 1 bath,/nby/apa/5707618278.html,nby
2016-08-12 09:31:00,2800.0,1100.0,3.0,Novato 3 x 2 With Garage Available August 15,/nby/apa/5728922840.html,nby
2016-08-12 09:30:00,3270.0,700.0,1.0,Beautiful Newly Renovated Top Floor Apartment Home Available Now,/nby/apa/5728959770.html,nby
2016-08-12 09:28:00,3397.0,700.0,2.0,2bd 2 bath apartment in beautiful Tiberon,/nby/apa/5728957119.html,nby
2016-08-12 09:25:00,1595.0,,2.0,1ba  Apartment  327F South E S,/nby/apa/5717719268.html,nby
2016-08-12 09:25:00,2100.0,880.0,2.0,2 Bedroom 1.5 Bath Flat Available Mid September  PFI Incorporated,/nby/apa/5728949946.html,nby
2016-08-12 09:22:00,2500.0,1000.0,3.0,TURN OF THE CENTURY 3 BEDROOM EASTERN NAPA HOME WITH BASEMENT  GARAGE,/nby/apa/5728944740.html,nby
2016-08-12 09:22:00,1925.0,628.0,1.0,Ignacio 1 x 1 With 1000 of 1st Months Rent,/nby/apa/5728923603.html,nby
2016-08-12 09:19:00,3100.0,1800.0,2.0,West Petaluma Country,/nby/apa/5711758340.html,nby
2016-08-12 09:16:00,1650.0,,2.0,8790 Petaluma Hill Road,/nby/apa/5728889331.html,nby
2016-08-12 09:13:00,4600.0,2100.0,4.0,Waterfront home with bay access in Bel Marin Keys,/nby/apa/5720456738.html,nby
2016-08-12 09:12:00,3400.0,1275.0,3.0,Gerstle Park California Bungalow,/nby/apa/5728923450.html,nby
2016-08-12 09:10:00,1995.0,1000.0,2.0,Remodeled 2 Bedroom 1.5 Bathroom  PFI Incorporated,/nby/apa/5684338157.html,nby
2016-08-12 09:10:00,1825.0,850.0,2.0,Lovely 2 Bedroom 1 Bath Available Soon  PFI Incorporated,/nby/apa/5690472399.html,nby
2016-08-12 09:09:00,3600.0,1884.0,3.0,Beautiful Townhouse on the Lagoon with brand new kitchen,/nby/apa/5692972646.html,nby
2016-08-12 09:04:00,2250.0,960.0,1.0,Going Quickly Beautiful Town Home Attached Garage,/nby/apa/5728908261.html,nby
2016-08-12 09:02:00,2700.0,1388.0,3.0,1679 Del Oro Circle,/nby/apa/5716812397.html,nby
2016-08-12 09:02:00,2400.0,,2.0,606 Galland Street Unit A,/nby/apa/5695588288.html,nby
2016-08-12 09:02:00,2150.0,,2.0,1104 Elm Street Furnished Bungalow,/nby/apa/5699924578.html,nby
2016-08-12 09:02:00,3200.0,2070.0,4.0,913 Hogwarts Circle,/nby/apa/5690576693.html,nby
2016-08-12 09:01:00,1950.0,1200.0,2.0,2 Cedar Circle,/nby/apa/5690740533.html,nby
